Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Seat Type ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼
728,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1228,1228
729,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1999,1999
730,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1220,1220
731,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3203,3203
732,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,933,1017
733,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1332,1546
734,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1102,1416
735,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2000,2000
736,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1652,1652
737,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1582,1995
738,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,2838,2838
739,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1502,2022
740,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,3294,4442
741,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2029,2269
742,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4065,4065
743,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2191,2342
744,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Food Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3173,3988
745,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Food Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,4434,4434
746,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Civil And Environmental Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1989,2735
747,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Civil And Environmental Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,3088,4110
748,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Civil And Environmental Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2948,3883
749,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Civil And Environmental Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3031,3596
750,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,977,1008
751,Round 2,"GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, MALDA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1584,1584
752,Round 2,"ACADEMY OF TECHNOLOGY, ADISAPTAGRAM, HOOGHLY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4309,4309
753,Round 2,"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, HRIDAYPUR, MADHYAMGRAM",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,269,326
754,Round 2,"DR. B. C. ROY COLLEGE OF PHARMACY AND ALLIED HEALTH SCIENCES, DURGAPUR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,412,600
755,Round 2,"GUPTA COLLEGE OF TECHNOLOGICAL SCIENCES, ASANSOL, BURDWAN",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,413,413
756,Round 2,"GURU NANAK INSTITUTE OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY, SODEPUR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,273,458
757,Round 2,"GURU NANAK INSTITUTE OF TECHNOLOGY, PANIHATI, SODEPUR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3986,3986
758,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2193,2193
759,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4419,4450
760,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4499,4499
761,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2780,2780
762,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1954,2383
763,Round 2,"HALDIA INSTITUTE OF TECHNOLOGY, HALDIA, PURBA MEDINIPUR",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4670,4670
764,Round 2,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3306,4527
765,Round 2,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2119,2506
766,Round 2,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1459,1740
767,Round 2,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2249,3751
768,Round 2,"HERITAGE INSTITUTE OF TECHNOLOGY, KOLKATA",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3788,4346
769,Round 2,"MCKV INSTITUTE OF ENGINEERING, LILUAH, HOWRAH",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4085,4285
770,Round 2,"NARULA INSTITUTE OF TECHNOLOGY, AGARPARA, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2887,3150
771,Round 2,"NSHM KNOWLEDGE CAMPUS, KOLKATA GROUP OF INSTITUTIONS, KOLKATA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,479,579
772,Round 2,"SILIGURI INSTITUTE OF TECHNOLOGY, SILIGURI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2959,2959
773,Round 2,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3928,4093
774,Round 2,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2964,2964
775,Round 2,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1334,1515
776,Round 2,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3872,3877
777,Round 2,"SCHOOL OF PHARMACY, TECHNO INDIA UNIVERSITY, SALT LAKE",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,589,619
778,Round 2,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1704,1752
779,Round 2,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2365,2525
780,Round 2,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,459,459
781,Round 2,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,62,62
782,Round 2,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,204,204
783,Round 2,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,1124,1124
784,Round 2,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,138,138
785,Round 2,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,91,91
786,Round 2,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,860,860
787,Round 2,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,271,271
788,Round 2,Jadavpur University,PRINTING ENGINEERING,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,225,225
789,Round 2,Jadavpur University,PRINTING ENGINEERING,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,709,709
790,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,986,1169
791,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1803,2024
792,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1344,1344
793,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1851,1851
794,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,679,727
795,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1353,1551
796,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3364,3364
797,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1310,1310
798,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1369,1758
799,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2691,2863
800,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2028,2028
801,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3177,3303
802,Round 2,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,3271,3271
803,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1397,1951
804,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2512,3204
805,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2082,2082
806,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1979,2368
807,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,3169,3169
808,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1428,1567
809,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2038,2378
810,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1920,1920
811,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1628,1635
812,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1273,1404
813,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2903,2903
814,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1708,1708
815,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,983,983
816,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1328,1328
817,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1495,1495
818,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1486,1514
819,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2992,2992
820,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2344,3026
821,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,3170,3170
822,Round 2,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,4090,4238
823,Round 2,UNIVERSITY OF CALCUTTA,Jute & Fibre Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,2552,3046
824,Round 2,UNIVERSITY OF CALCUTTA,Jute & Fibre Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3961,4203
825,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1946,1946
826,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,671,821
827,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2132,2132
828,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,380,380
829,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1379,1379
830,Round 2,"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1165,1165
831,Round 2,"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1427,1852
832,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Mining Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2092,2092
833,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2076,2541
834,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2822,2822
835,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3402,3451
836,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1426,1426
837,Round 2,"KAJI NAZRUL UNIVERSITY, ASANSOL",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2624,2624
838,Round 2,"HALDIA INSTITUTE OF PHARMACY, HALDIA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,392,407
839,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2079,2079
840,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,901,946
841,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1104,1189
842,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2907,2907
843,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,833,833
844,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2576,2576
845,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,1076,1250
846,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1386,1553
847,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3020,3020
848,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,1028,1028
849,Round 2,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1372,1372
850,Round 2,"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, CAMPUS-2",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,327,432
